date_id,crops,vietnam_forex,europe_forex,ldn_1_last,ldn_1_ma_200,ldn_1_ma_50,ldn_2_last,ldn_2_ma_200,ldn_2_ma_50,ny_1_last,ny_1_ma_200,ny_1_ma_50,ny_2_last,ny_2_ma_200,ny_2_ma_50,Month,Week,Day,Dayofweek,Dayofyear
20101026,2010-2011,19460,0.716899991,1854,1478.462687,1670.352941,1879,1509.067164,1692.568627,201.75,153.2504975,183.7892157,203.55,154.8368159,185.5686275,10,43,26,1,299
20101027,2010-2011,19465,0.721800029,1910,1481.21393,1673.882353,1935,1511.748756,1695.490196,200.3,153.5320896,184.2127451,202.15,155.118408,185.9813725,10,43,27,2,300
20101028,2010-2011,19455,0.725790024,1882,1483.81592,1676.588235,1914,1514.430348,1698.647059,196.6,153.7982587,184.6264706,198.6,155.3853234,186.3794118,10,43,28,3,301
20101029,2010-2011,19211,0.725790024,1965,1486.840796,1681.54902,1970,1517.385572,1702.941176,203.45,154.0883085,185.1813725,205.35,155.6761194,186.9196078,10,43,29,4,302
20101101,2010-2011,19158,0.715560019,1912,1489.706468,1685.490196,1928,1520.146766,1705.627451,197.7,154.3537313,185.5813725,199.8,155.9435323,187.3107843,11,44,1,0,305
20101102,2010-2011,19440,0.718859971,1923,1492.651741,1688.862745,1939,1523.10199,1708.803922,199.4,154.6455224,185.9313725,201.55,156.2370647,187.6343137,11,44,2,1,306
20101103,2010-2011,19445,0.712450027,1924,1495.616915,1692.529412,1932,1526.11194,1714.529412,196.15,154.920398,186.2186275,198.45,156.5146766,187.9323529,11,44,3,2,307
20101104,2010-2011,19209,0.707849979,1994,1499.044776,1700.254902,2002,1529.30597,1722.588235,205.8,155.2517413,186.9823529,208.25,156.8492537,188.7127451,11,44,4,3,308
20101105,2010-2011,19182,0.702839971,1972,1502.427861,1708.352941,1986,1532.400498,1730.215686,205.15,155.5823383,187.7872549,207.65,157.1835821,189.5176471,11,44,5,4,309
20101108,2010-2011,19465,0.71043998,2036,1505.965174,1717.627451,2046,1535.878109,1738.235294,208.1,155.9231343,188.5352941,210.7,157.5283582,190.2686275,11,45,8,0,312
20101109,2010-2011,19470,0.721000016,2056,1509.58209,1726.627451,2060,1539.495025,1746.490196,217.05,156.3094527,189.3196078,219.75,157.9191542,191.0705882,11,45,9,1,313
20101110,2010-2011,19465,0.726109982,1970,1512.855721,1733.843137,1984,1542.748756,1753.215686,212.25,156.6776119,189.9607843,214.95,158.2915423,191.7284314,11,45,10,2,314
20101111,2010-2011,19470,0.725920022,1920,1515.950249,1739.784314,1931,1545.768657,1758.784314,206.65,157.0412935,190.5460784,209.5,158.6599502,192.3372549,11,45,11,3,315
20101112,2010-2011,19465,0.734160006,1885,1518.885572,1745.156863,1875,1548.355721,1763.372549,200.45,157.3771144,190.9372549,203.35,159.0007463,192.7490196,11,45,12,4,316
20101115,2010-2011,19199,0.730289996,1909,1521.940299,1751.137255,1902,1550.992537,1768.529412,204.45,157.7390547,191.3539216,207.25,159.3671642,193.1882353,11,46,15,0,319
20101116,2010-2011,19465,0.736660004,1850,1524.567164,1756.196078,1856,1553.475124,1773.215686,197.8,158.0636816,191.6039216,200.5,159.6957711,193.4539216,11,46,16,1,320
20101117,2010-2011,19201,0.741259992,1852,1527.119403,1761.235294,1858,1556.032338,1777.882353,199.45,158.3840796,191.7754902,202.85,160.0236318,193.6607843,11,46,17,2,321
20101118,2010-2011,19198,0.737789989,1890,1529.935323,1766.72549,1911,1558.922886,1783.294118,208.65,158.7604478,192.0803922,211.3,160.4039801,193.9892157,11,46,18,3,322
20101119,2010-2011,19460,0.73220998,1889,1532.81592,1772.901961,1910,1561.808458,1789.54902,209.85,159.15,192.4862745,211.25,160.7912935,194.3921569,11,46,19,4,323
20101122,2010-2011,19169,0.727569997,1827,1535.462687,1778.039216,1848,1564.380597,1794.745098,206.15,159.5348259,192.8372549,207.15,161.1716418,194.7323529,11,47,22,0,326
20101123,2010-2011,19450,0.735189974,1832,1538.129353,1783.333333,1853,1567.007463,1800.27451,210.35,159.9313433,193.2852941,210.55,161.5597015,195.1519608,11,47,23,1,327
20101124,2010-2011,19455,0.74703002,1813,1540.681592,1787.862745,1834,1569.50995,1805.039216,207.15,160.3131841,193.5490196,207.45,161.9338308,195.3901961,11,47,24,2,328
20101125,2010-2011,19460,0.748619974,1808,1543.233831,1791.54902,1829,1571.997512,1808.960784,204.65,160.4871891,193.6421569,205.075,162.1052239,195.4740196,11,47,25,3,329
20101126,2010-2011,19197,0.749639988,1800,1545.721393,1794.607843,1816,1574.475124,1812.156863,202.15,160.661194,193.7352941,202.7,162.2766169,195.5578431,11,47,26,4,330
20101129,2010-2011,19460,0.755400002,1763,1548.039801,1796.627451,1779,1576.778607,1814.313725,202.4,161.0104478,193.9715686,202.65,162.6199005,195.7705882,11,48,29,0,333
20101130,2010-2011,19460,0.763130009,1763,1550.412935,1798.941176,1789,1579.161692,1816.960784,200.95,161.3497512,194.2284314,201.2,162.9527363,196.0039216,11,48,30,1,334
20101201,2010-2011,19465,0.769699991,1800,1552.970149,1801.686275,1816,1581.699005,1819.843137,203.3,161.6972637,194.6745098,203.55,163.2935323,196.427451,12,48,1,2,335
20101202,2010-2011,19465,0.761910021,1867,1555.905473,1805.235294,1848,1584.410448,1822.823529,203.4,162.0512438,195.0764706,203.7,163.6370647,196.8068627,12,48,2,3,336
20101203,2010-2011,19460,0.756659985,1864,1558.850746,1807.941176,1864,1587.400498,1825.313725,204.5,162.4014925,195.5578431,204.8,163.9773632,197.2627451,12,48,3,4,337
20101206,2010-2011,19033,0.745379984,1860,1561.791045,1810.764706,1860,1590.365672,1827.921569,208.65,162.7691542,196.0872549,208.95,164.3350746,197.7696078,12,49,6,0,340
20101207,2010-2011,19460,0.752619982,1875,1565.0199,1813.705882,1877,1593.380597,1830.686275,207.6,163.1559701,196.6166667,207.9,164.7131841,198.2735294,12,49,7,1,341
20101208,2010-2011,19460,0.755020022,1881,1568.278607,1816.176471,1882,1596.4801,1832.960784,204.25,163.5236318,197.0480392,204.65,165.0733831,198.6813725,12,49,8,2,342
20101209,2010-2011,19460,0.754670024,1923,1571.711443,1820.039216,1904,1599.564677,1836.235294,204.3,163.8910448,197.3490196,204.55,165.4300995,198.9607843,12,49,9,3,343
20101210,2010-2011,19465,0.755169988,1921,1575.218905,1823.862745,1908,1602.619403,1839.882353,209.35,164.2972637,197.8117647,209.6,165.8271144,199.3990196,12,49,10,4,344
20101213,2010-2011,19460,0.757740021,1946,1578.741294,1828.196078,1934,1605.878109,1843.490196,217.2,164.7358209,198.4813725,217.55,166.2567164,200.0460784,12,50,13,0,347
20101214,2010-2011,19465,0.746519983,1914,1581.950249,1833.686275,1923,1609.057214,1848.627451,216.35,165.1676617,199.172549,216.7,166.6793532,200.7107843,12,50,14,1,348
20101215,2010-2011,19465,0.748449981,1922,1585.283582,1839.215686,1935,1612.470149,1853.901961,216.9,165.599005,200.0431373,217.5,167.1032338,201.5578431,12,50,15,2,349
20101216,2010-2011,19460,0.756200016,1936,1588.676617,1845.27451,1947,1616.027363,1859.588235,216.15,166.0291045,200.8107843,216.55,167.5233831,202.2990196,12,50,16,3,350
20101217,2010-2011,19465,0.755289972,1973,1592.472637,1852.176471,1986,1619.828358,1866.117647,225.25,166.5136816,201.7852941,225.3,167.9965174,203.2401961,12,50,17,4,351
20101220,2010-2011,19374,0.75959003,1976,1596.333333,1858.470588,1990,1623.534826,1872.058824,224.65,166.9945274,202.7892157,224.65,168.4654229,204.2078431,12,51,20,0,354
20101221,2010-2011,19460,0.762310028,1990,1600.313433,1865.588235,2010,1627.400498,1878.901961,233.85,167.5176617,203.8029412,235.25,168.9835821,205.2156863,12,51,21,1,355
20101222,2010-2011,19460,0.763939977,1988,1604.139303,1872.156863,2012,1631.256219,1885.27451,230.2,168.0149254,204.8137255,231.6,169.4753731,206.2205882,12,51,22,2,356
20101223,2010-2011,19460,0.762459993,1984,1608,1878.745098,2011,1635.156716,1891.784314,235.9,168.5393035,205.7980392,237.25,169.9952736,207.2019608,12,51,23,3,357
20101224,2010-2011,19465,0.761780024,1970,1611.81592,1885.019608,1997,1638.997512,1897.960784,236.675,168.8029851,206.3009804,238.025,170.256592,207.702451,12,51,24,4,358
20101227,2010-2011,19460,0.764540017,1978.333333,1613.129353,1887.267974,2010.5,1642.875622,1904.401961,237.45,169.0666667,206.8039216,238.8,170.5179104,208.2029412,12,52,27,0,361
20101228,2010-2011,19465,0.758170009,1986.666667,1614.442786,1889.51634,2017.3,1646.702985,1911.015686,239.3,169.6097015,207.8176471,240.65,171.0559701,209.2078431,12,52,28,1,362
20101229,2010-2011,19460,0.764159977,1995,1615.756219,1891.764706,2024,1650.469154,1916.545098,239.65,170.1619403,208.8617647,241,171.6029851,210.2421569,12,52,29,2,363
20101230,2010-2011,19465,0.756169975,2065,1620.054726,1899.862745,2084,1654.578607,1921.329412,236.3,170.6890547,209.8558824,237.7,172.1251244,211.2264706,12,52,30,3,364
20101231,2010-2011,19450,0.751810014,2082,1624.412935,1907.058824,2097,1658.678109,1925.329412,240.5,171.2328358,210.8284314,241.8,172.6634328,212.1882353,12,52,31,4,365
20110103,2010-2011,19365,0.748619974,2082,1628.686567,1912.235294,2097,1662.70796,1930.643137,237.725,171.4860697,211.2029412,239.175,172.9146766,212.5627451,1,1,3,0,3
20110104,2010-2011,19465,0.748679996,2072,1632.81592,1916.156863,2072,1666.613433,1934.741176,234.95,171.7393035,211.577451,236.55,173.1659204,212.9372549,1,1,4,1,4
20110105,2010-2011,19465,0.750689983,1995,1636.641791,1919.901961,2005,1669.91194,1937.211765,233,172.2502488,212.204902,234.55,173.6736318,213.5686275,1,1,5,2,5
20110106,2010-2011,19460,0.760060012,2026,1640.547264,1923.647059,2029,1673.344776,1939.054902,233,172.7477612,212.8745098,234.65,174.1708955,214.2431373,1,1,6,3,6
20110107,2010-2011,19460,0.770420015,2018,1644.343284,1926.862745,2023,1676.588557,1941.192157,230.7,173.2251244,213.4666667,232.25,174.64801,214.8323529,1,1,7,4,7
20110110,2010-2011,19232,0.775489986,2050,1648.298507,1929.607843,2055,1680.066169,1942.858824,231.25,173.7074627,214.045098,232.75,175.129602,215.404902,1,2,10,0,10
20110111,2010-2011,19460,0.771309972,2105,1652.253731,1933.980392,2110,1683.817413,1946.427451,234.7,174.1935323,214.7196078,236.1,175.6146766,216.0705882,1,2,11,1,11
20110112,2010-2011,19142,0.770179987,2162,1656.507463,1937.843137,2167,1687.68806,1950.898039,240.6,174.7146766,215.5823529,242.05,176.1353234,216.922549,1,2,12,2,12
20110113,2010-2011,19465,0.761709988,2135,1660.467662,1942.215686,2137,1691.369652,1954.917647,237.5,175.2089552,216.25,239.15,176.630597,217.5852941,1,2,13,3,13
20110114,2010-2011,19460,0.748880029,2121,1664.432836,1946.098039,2124,1695.071144,1957.309804,234.6,175.6848259,216.9735294,236.3,177.1069652,218.3009804,1,2,14,4,14
20110117,2010-2011,19246,0.747370005,2135,1668.467662,1950.235294,2140,1698.88209,1960.329412,234.975,175.931592,217.3259804,236.7,177.3538557,218.6495098,1,3,17,0,17
20110118,2010-2011,19465,0.752789974,2140,1672.368159,1953.098039,2147,1702.71791,1962.309804,235.35,176.1783582,217.6784314,237.1,177.6007463,218.9980392,1,3,18,1,18
20110119,2010-2011,19460,0.747489989,2110,1676.084577,1955.803922,2119,1706.354726,1963.466667,232.5,176.6514925,218.3911765,234.25,178.0743781,219.7,1,3,19,2,19
20110120,2010-2011,19465,0.74338001,2108,1679.880597,1957.215686,2115,1709.996517,1966.035294,231.8,177.1099502,218.9009804,233.65,178.5338308,220.1980392,1,3,20,3,20
20110121,2010-2011,19245,0.742500007,2140,1683.870647,1958.862745,2149,1713.792537,1970.309804,240.4,177.6134328,219.5921569,242.2,179.0380597,220.8754902,1,3,21,4,21
20110124,2010-2011,19112,0.734239995,2107,1687.686567,1961.54902,2123,1717.459204,1975.172549,237.3,178.1097015,220.1647059,239.1,179.5348259,221.4323529,1,4,24,0,24
20110125,2010-2011,19460,0.732919991,2084,1691.323383,1964.764706,2094,1721.001493,1978.937255,231.25,178.5900498,220.4431373,233.1,180.0156716,221.6941176,1,4,25,1,25
20110126,2010-2011,19465,0.730669975,2093,1695.039801,1968.843137,2096,1724.69801,1983.643137,237.5,179.1114428,220.9382353,239.3,180.5370647,222.1715686,1,4,26,2,26
20110127,2010-2011,19231,0.729390025,2061,1698.587065,1971.823529,2090,1728.449254,1988.192157,236.95,179.6258706,221.5323529,238.65,181.0512438,222.7431373,1,4,27,3,27
20110128,2010-2011,19208,0.728699982,2100,1702.328358,1976.72549,2129,1732.459204,1992.466667,245,180.1870647,222.4058824,246.8,181.6131841,223.595098,1,4,28,4,28
20110131,2010-2011,19369,0.736769974,2100,1706.084577,1981.588235,2185,1736.70796,1997.858824,244.8,180.749005,223.1970588,246.55,182.1756219,224.3656863,1,5,31,0,31
20110201,2010-2011,19465,0.729189992,2231,1710.646766,1988.27451,2258,1741.295025,2005.898039,249.4,181.3343284,224.2088235,251.25,182.7619403,225.3607843,2,5,1,1,32
20110202,2010-2011,19460,0.723070025,2225,1715.258706,1994.862745,2252,1745.89204,2013.721569,250.4,181.9378109,225.2078431,252.25,183.3661692,226.3294118,2,5,2,2,33
20110203,2010-2011,19465,0.723699987,2239,1720.00995,2002.941176,2268,1750.782587,2022.231373,251.35,182.5465174,226.045098,253.25,183.9756219,227.1519608,2,5,3,3,34
20110204,2010-2011,19460,0.733969986,2207,1724.562189,2010.294118,2237,1755.404478,2030.231373,249.3,183.1442786,226.8186275,251.25,184.5743781,227.9362745,2,5,4,4,35
20110207,2010-2011,19264,0.73664999,2215,1729.129353,2018.176471,2243,1759.986567,2038.603922,249.75,183.7415423,227.6735294,251.7,185.1736318,228.8098039,2,6,7,0,38
20110208,2010-2011,19136,0.735729992,2195,1733.636816,2025.764706,2225,1764.414428,2047.34902,247.6,184.3211443,228.4039216,249.6,185.7614428,229.5754902,2,6,8,1,39
20110209,2010-2011,19465,0.733839989,2221,1738.497512,2034.019608,2254,1768.879602,2056.466667,253.6,184.9271144,229.3147059,255.65,186.3768657,230.5205882,2,6,9,2,40
20110210,2010-2011,19460,0.728810012,2224,1743.263682,2043.058824,2259,1773.262687,2065.152941,255.6,185.5393035,230.3627451,257.85,186.9997512,231.6019608,2,6,10,3,41
20110211,2010-2011,19460,0.735189974,2216,1747.910448,2051.941176,2255,1777.665672,2073.133333,251.95,186.1420398,231.3343137,254.95,187.6171642,232.627451,2,6,11,4,42
20110214,2010-2011,20505,0.740190029,2239,1752.621891,2060.54902,2283,1782.297512,2081.34902,258.65,186.7629353,232.4656863,261.7,188.2529851,233.8137255,2,7,14,0,45
20110215,2010-2011,19460,0.741779983,2252,1757.154229,2068.098039,2295,1786.894527,2089.878431,258.05,187.3776119,233.5392157,261.1,188.8823383,234.9421569,2,7,15,1,46
20110216,2010-2011,19460,0.740819991,2241,1761.661692,2075.490196,2282,1791.357214,2097.819608,258.65,187.991791,234.622549,261.6,189.5106965,236.077451,2,7,16,2,47
20110217,2010-2011,19460,0.736630023,2257,1766.358209,2083.27451,2305,1795.869652,2106.113725,267.35,188.6333333,235.854902,268.85,190.1589552,237.3333333,2,7,17,3,48
20110218,2010-2011,19465,0.733889997,2288,1771.119403,2091.372549,2337,1800.491542,2114.603922,271.65,189.3012438,237.0901961,273,190.8330846,238.5892157,2,7,18,4,49
20110221,2010-2011,20404,0.729210019,2342,1776.119403,2100.411765,2387,1805.39204,2123.996078,272.625,189.6404229,237.7372549,273.675,191.174005,239.2406863,2,8,21,0,52
20110222,2010-2011,19460,0.730870008,2335,1781.014925,2108.490196,2382,1810.397015,2132.780392,273.6,189.979602,238.3843137,274.35,191.5149254,239.8921569,2,8,22,1,53
20110223,2010-2011,19460,0.731329978,2319,1785.746269,2116.294118,2368,1815.451741,2141.505882,268.75,190.6542289,239.6490196,269.45,192.1927861,241.1627451,2,8,23,2,54
20110224,2010-2011,19460,0.726530015,2285,1790.378109,2122.941176,2329,1820.227861,2149.231373,264.2,191.3069652,240.8235294,264.65,192.8432836,242.3411765,2,8,24,3,55
20110225,2010-2011,19460,0.723590016,2288,1795.154229,2130.27451,2339,1825.21791,2156.917647,267.7,191.9743781,241.9676471,267.8,193.508209,243.4823529,2,8,25,4,56
20110228,2010-2011,19460,0.728100002,2339,1800.288557,2138.45098,2384,1830.441791,2164.721569,271.7,192.6532338,243.0362745,271.7,194.1825871,244.5441176,2,9,28,0,59
20110301,2010-2011,19465,0.723510027,2337,1805.328358,2146.313725,2384,1835.665672,2172.447059,269.3,193.3124378,244.0745098,269.3,194.8415423,245.5754902,3,9,1,1,60
20110302,2010-2011,19465,0.726119995,2327,1810.482587,2153.254902,2363,1840.804975,2179.368627,269.5,193.971393,245.1058824,269.55,195.5004975,246.5960784,3,9,2,2,61
20110303,2010-2011,19465,0.721159995,2335,1815.686567,2160.294118,2382,1846.038806,2186.623529,274.5,194.6691542,246.25,274.75,196.1992537,247.7372549,3,9,3,3,62
20110304,2010-2011,19460,0.716390014,2349,1820.960199,2167.333333,2390,1851.292537,2194.054902,272.9,195.3574627,247.1843137,272.8,196.8970149,248.6686275,3,9,4,4,63
20110307,2010-2011,20526,0.714760005,2362,1826.333333,2174.666667,2403,1856.600995,2202.015686,280.95,196.0773632,248.2882353,281.15,197.6278607,249.7764706,3,10,7,0,66
20110308,2010-2011,19465,0.716130018,2420,1831.99005,2183.215686,2462,1862.193035,2210.868627,287.15,196.8467662,249.3333333,287.2,198.3910448,250.795098,3,10,8,1,67
20110309,2010-2011,19465,0.719529986,2481,1837.915423,2193.235294,2557,1868.023881,2221.45098,294.4,197.6564677,250.5921569,294.85,199.1965174,252.0352941,3,10,9,2,68
20110310,2010-2011,20860,0.719309986,2465,1843.706468,2202.45098,2508,1873.670647,2230.941176,280.3,198.3922886,251.4627451,280.55,199.9271144,252.8843137,3,10,10,3,69
20110311,2010-2011,20850,0.724569976,2380,1849.074627,2208.627451,2421,1878.839801,2237.54902,273.7,199.0960199,252.1735294,274.4,200.6273632,253.5823529,3,10,11,4,70
20110314,2010-2011,20455,0.717639983,2349,1854.049751,2213.862745,2390,1883.904478,2243.294118,273.15,199.7945274,252.8372549,273.3,201.3191542,254.222549,3,11,14,0,73
20110315,2010-2011,20850,0.71469003,2338,1859.024876,2218.882353,2375,1888.889552,2248.745098,262.45,200.4350746,253.2843137,262.95,201.9544776,254.6529412,3,11,15,1,74
20110316,2010-2011,20850,0.71499002,2440,1864.467662,2226.098039,2487,1894.421891,2256.882353,264.55,201.0808458,253.8382353,265.35,202.5965174,255.195098,3,11,16,2,75
20110317,2010-2011,20855,0.720210016,2525,1870.383085,2236.490196,2615,1900.431841,2268.843137,271.4,201.7631841,254.4441176,270.9,203.2686567,255.7656863,3,11,17,3,76
20110318,2010-2011,20850,0.712610006,2550,1876.412935,2246.764706,2596,1906.018905,2279.960784,276.8,202.4609453,255.2647059,276.2,203.9559701,256.5431373,3,11,18,4,77
20110321,2010-2011,20517,0.705690026,2575,1882.552239,2257.686275,2613,1911.436816,2291.529412,275.75,203.159204,256.1029412,277,204.6529851,257.3754902,3,12,21,0,80
20110322,2010-2011,20540,0.703379989,2536,1888.288557,2267.215686,2569,1916.466667,2301.607843,273.45,203.8450249,256.8960784,275.7,205.3427861,258.1803922,3,12,22,1,81
20110323,2010-2011,20855,0.70581001,2505,1893.422886,2275.058824,2538,1921.282587,2310,268.6,204.5159204,257.6392157,270.95,206.0176617,258.9392157,3,12,23,2,82
20110324,2010-2011,20865,0.708920002,2505,1898.124378,2281.784314,2569,1926.272637,2317.882353,265.8,205.1761194,258.3166667,268.25,206.6825871,259.6352941,3,12,24,3,83
20110325,2010-2011,20870,0.705619991,2540,1902.960199,2289.72549,2604,1931.511443,2327.039216,268.6,205.84801,258.9813725,271.05,207.3589552,260.3205882,3,12,25,4,84
20110328,2010-2011,20731,0.712960005,2505,1907.706468,2297.254902,2561,1936.436816,2335.607843,263.95,206.4922886,259.4392157,266.45,208.0077114,260.7990196,3,13,28,0,87
20110329,2010-2011,20614,0.710240006,2505,1912.393035,2304.509804,2510,1941.098507,2342.862745,261.45,207.1114428,259.9088235,264.05,208.6320896,261.2872549,3,13,29,1,88
20110330,2010-2011,20875,0.708660007,2525,1917.293532,2312.058824,2524,1945.849751,2350.254902,264.8,207.7077114,260.5009804,267.4,209.2355721,261.8970588,3,13,30,2,89
20110331,2010-2011,20870,0.708150029,2525,1922.179104,2320.196078,2528,1950.566169,2358.27451,264.15,208.2708955,261.0656863,266.75,209.8084577,262.4784314,3,13,31,3,90
20110401,2010-2011,20880,0.706279993,2421,1926.572139,2326.333333,2342,1954.01393,2362.72549,259.9,208.7711443,261.6029412,262.65,210.319403,263.0352941,4,13,1,4,91
20110404,2010-2011,20513,0.703069985,2339,1930.587065,2330.235294,2308,1957.083582,2365.843137,256.05,209.2552239,262.0784314,258.7,210.8124378,263.5264706,4,14,4,0,94
20110405,2010-2011,20585,0.703230023,2498,1935.298507,2337.901961,2398,1960.506468,2371.235294,268.25,209.8119403,262.6245098,270.95,211.3753731,264.0901961,4,14,5,1,95
20110406,2010-2011,20875,0.703279972,2472,1939.527363,2345.509804,2389,1963.929353,2377.019608,265.15,210.3338308,263.1705882,267.9,211.9017413,264.654902,4,14,6,2,96
20110407,2010-2011,20880,0.69757998,2496,1943.631841,2353.411765,2443,1967.471642,2383.823529,272.8,210.9002488,263.9852941,275.65,212.4731343,265.4892157,4,14,7,3,97
20110408,2010-2011,20875,0.699199975,2468,1947.552239,2361.392157,2447,1970.859701,2390.823529,274.95,211.4766169,264.7196078,277.85,213.0557214,266.245098,4,14,8,4,98
20110411,2010-2011,20513,0.691460013,2427,1951.333333,2367.803922,2426,1974.222886,2396.647059,274.6,212.0537313,265.4578431,277.6,213.6383085,267.0088235,4,15,11,0,101
20110412,2010-2011,20875,0.692619979,2431,1954.975124,2374.294118,2426,1977.785075,2401.372549,273.8,212.5863184,266.022549,276.9,214.1763682,267.5990196,4,15,12,1,102
20110413,2010-2011,20522,0.690779984,2496,1958.736318,2379.490196,2500,1982.01393,2406.117647,280.7,213.15199,266.7264706,283.7,214.7475124,268.327451,4,15,13,2,103
20110414,2010-2011,20900,0.692420006,2466,1962.402985,2384.215686,2469,1985.99403,2410.372549,282.4,213.729602,267.3735294,285.15,215.3298507,268.9921569,4,15,14,3,104
20110415,2010-2011,20911,0.692900002,2462,1966.253731,2388.588235,2468,1989.834826,2414.294118,288.1,214.3594527,268.1127451,291.1,215.9664179,269.7539216,4,15,15,4,105
20110418,2010-2011,20629,0.69382,2414,1970.179104,2392.647059,2425,1993.397015,2417.980392,284.45,214.9577114,268.7617647,287.4,216.5711443,270.4235294,4,16,18,0,108
20110419,2010-2011,20899,0.703040004,2428,1974.079602,2396.823529,2452,1997.113433,2422.078431,291.2,215.579602,269.5833333,294.25,217.19801,271.2666667,4,16,19,1,109
20110420,2010-2011,20901,0.697449982,2454,1977.975124,2401.901961,2482,2000.899502,2427.117647,294.4,216.2368159,270.4588235,299.45,217.870398,272.2029412,4,16,20,2,110
20110421,2010-2011,20900,0.688989997,2408,1981.587065,2405.568627,2435,2004.40199,2430.666667,291.3,216.9124378,271.3156863,294.55,218.5514925,273.0843137,4,16,21,3,111
20110422,2010-2011,20900,0.687049985,2429.666667,1982.902156,2407.196078,2457.333333,2005.644113,2432.254902,289.6,217.2289801,271.6519608,292.675,218.8692786,273.4289216,4,16,22,4,112
20110425,2010-2011,20912.5,0.686950028,2451.333333,1984.217247,2408.823529,2479.666667,2006.886235,2433.843137,287.9,217.5455224,271.9882353,290.8,219.1870647,273.7735294,4,17,25,0,115
20110426,2010-2011,20790,0.68592,2473,1985.532338,2410.45098,2502,2008.128358,2435.431373,294.95,218.2186567,272.7598039,296.3,219.8547264,274.527451,4,17,26,1,116
20110427,2010-2011,20680,0.680830002,2510,1989.58209,2416.215686,2536,2011.969154,2440.941176,295.55,218.8870647,273.6147059,296.4,220.5141791,275.3401961,4,17,27,2,117
20110428,2010-2011,20660,0.676590025,2531,1993.671642,2421.941176,2555,2016.073632,2446.27451,298.6,219.5708955,274.3980392,299.2,221.1890547,276.0754902,4,17,28,3,118
20110429,2010-2011,20550,0.673669994,2553.333333,1995.111111,2424.202614,2583,2020.546269,2451.921569,299.35,220.24801,275.2078431,299.85,221.8567164,276.8352941,4,17,29,4,119
20110502,2010-2011,20432,0.675949991,2575.666667,1996.55058,2426.464052,2597,2025.148259,2458.098039,304.55,220.9542289,276.1078431,305.1,222.5542289,277.6882353,5,18,2,0,122
20110503,2010-2011,20374,0.674589992,2598,1997.99005,2428.72549,2611,2029.725373,2464.098039,304.9,221.6512438,276.8441176,306.15,223.2460199,278.4196078,5,18,3,1,123
20110504,2010-2011,20480,0.674160004,2564,2002.084577,2435.058824,2577,2033.939303,2468.803922,293.75,222.2927861,277.277451,294.5,223.8800995,278.8411765,5,18,4,2,124
20110505,2010-2011,20388,0.674319983,2567,2006.298507,2441.137255,2582,2038.212935,2472.627451,287.5,222.9171642,277.55,288.25,224.4992537,279.1137255,5,18,5,3,125
20110506,2010-2011,20342,0.687550008,2590,2010.835821,2447.058824,2598,2042.685572,2476.862745,287.05,223.5669154,277.9088235,287.55,225.1410448,279.4686275,5,18,6,4,126
20110509,2010-2011,20402,0.696720004,2594,2015.532338,2452,2602,2047.068657,2481.45098,287.05,224.2124378,278.3568627,287.4,225.7845771,279.9147059,5,19,9,0,129
20110510,2010-2011,20540,0.695599973,2567,2020,2456.54902,2585,2051.237811,2486.470588,281.7,224.8094527,278.6313725,282.6,226.3830846,280.204902,5,19,10,1,130
20110511,2010-2011,20530,0.693910003,2500,2023.930348,2460.098039,2514,2054.740299,2489.901961,272.5,225.3393035,278.6470588,273.15,226.9126866,280.2333333,5,19,11,2,131
20110512,2010-2011,20550,0.703679979,2505,2027.920398,2464.411765,2511,2058.312438,2492.392157,273.95,225.8783582,278.7382353,274.95,227.45199,280.3441176,5,19,12,3,132
20110513,2010-2011,20293,0.70235002,2520,2032.044776,2468.960784,2527,2062.247761,2495.196078,269.3,226.4034826,278.7343137,269.4,227.9726368,280.3411765,5,19,13,4,133
20110516,2010-2011,20572,0.710330009,2463,2035.771144,2471.392157,2473,2065.795025,2497.352941,264,226.8840796,278.5284314,264.1,228.449005,280.1323529,5,20,16,0,136
20110517,2010-2011,20361,0.706309974,2480,2039.447761,2474.196078,2492,2069.436816,2499.509804,265.1,227.3420398,278.3754902,266.1,228.9084577,280.0009804,5,20,17,1,137
20110518,2010-2011,20431,0.700820029,2520,2043.323383,2477.980392,2531,2073.372139,2502.27451,268.45,227.8004975,278.1303922,270.05,229.3723881,279.7833333,5,20,18,2,138
20110519,2010-2011,20675,0.701499999,2533,2047.079602,2481.862745,2549,2077.347264,2505.137255,263.7,228.2542289,277.6705882,266.65,229.8368159,279.3803922,5,20,19,3,139
20110520,2010-2011,20655,0.698509991,2534,2051.144279,2485.490196,2543,2081.38209,2506.72549,259.15,228.7144279,276.9794118,262.1,230.3067164,278.7382353,5,20,20,4,140
20110523,2010-2011,20575,0.708930016,2527,2055.054726,2488.72549,2539,2085.387065,2506.372549,262.55,229.1761194,276.6313725,265.5,230.7776119,278.4431373,5,21,23,0,143
20110524,2010-2011,20650,0.712419987,2540,2059.034826,2491.078431,2558,2089.327363,2507.352941,261.2,229.630597,276.3862745,264.2,231.2410448,278.2431373,5,21,24,1,144
20110525,2010-2011,20351,0.70927,2571,2063.278607,2492.843137,2590,2093.416915,2510.666667,264.85,230.1154229,276.2235294,267.9,231.7345771,278.1372549,5,21,25,2,145
